VariableName,Form,VariableType,ShortDescriptor,DataType,AllowableCodes
OTHPSY,d1,Original UDS question,Presumptive etiologic diagnosis - Other psychiatric disease,Numeric longitudinal," 0 = No (assumed assessed and found 
			not present) 
1 = Yes"
OTHPSYIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Other psychiatric disease",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no diagnosis of other psychiatric disease
8 = Diagnosis of normal cognition"
OTHPSYX,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Other psychiatric disease (specify),Character longitudinal, Any text or numbers
ALCDEM,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Cognitive impairment due to alcohol abuse,Numeric longitudinal," 0 = No (assumed assessed and found 
			not present) 
1 = Yes
8 = Diagnosis of normal cognition"
ALCDEMIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Alcohol abuse",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no diagnosis of impairment due to alcohol abuse
8 = Diagnosis of normal cognition"
ALCABUSE,d1,Original UDS question,Current alcohol abuse,Numeric longitudinal," 0 = No 
1 = Yes 
9 = Unknown 
8 = No diagnosis of impairment due to alcohol abuse
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
IMPSUB,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Cognitive impairment due to other substance abuse,Numeric longitudinal," 0 = No (assumed assessed and found 
			not present) 
1 = Yes
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
IMPSUBIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Other substance abuse",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no diagnosis of impairment due to substance abuse
8 = Diagnosis of normal cognition 
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
DYSILL,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Cognitive impairment due to systemic disease/medical illness,Numeric longitudinal," 0 = No (assumed assessed and found 
			not present) 
1 = Yes"
DYSILLIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - systemic disease/medical illness",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing 
7 = Cognitively impaired but no diagnosis of impairment due to systemic disease/medical illness
8 = Diagnosis of normal cognition 
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MEDS,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Cognitive impairment due to medications,Numeric longitudinal," 0 = No (assumed assessed and found 
			not present) 
1 = Yes"
MEDSIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - medications",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no diagnosis of impairment due to medications
8 = Diagnosis of normal cognition 
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
DEMUN,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Undetermined etiology,Numeric longitudinal," 0 = No 
1 = Yes
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
DEMUNIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Undetermined etiology",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no diagnosis of dementia due to undetermined etiology
8 = Diagnosis of normal cognition 
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
COGOTH,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Other 1 (specify),Numeric longitudinal," 0 = No 
1 = Yes"
COGOTHIF,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Other 1 (specify)",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no other etiologic diagnosis
8 = Diagnosis of normal cognition"
COGOTHX,d1,Original UDS question,"Other presumptive etiologic diagnosis of the cognitive disorder 1, specify",Character longitudinal, Any text or numbers
COGOTH2,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Other 2 (specify),Numeric longitudinal," 0 = No 
1 = Yes
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
COGOTH2F,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Other 2 (specify)",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no other etiologic diagnosis
8 = Diagnosis of normal cognition
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
COGOTH2X,d1,Original UDS question,"Other presumptive etiologic diagnosis of the cognitive disorder 2, specify",Character longitudinal, Any text or numbers
COGOTH3,d1,Original UDS question,Presumptive etiologic diagnosis of the cognitive disorder - Other 3 (specify),Numeric longitudinal," 0 = No 
1 = Yes
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
COGOTH3F,d1,Original UDS question,"Primary, contributing, or non-contributing cause of cognitive impairment - Other 3 (specify)",Numeric longitudinal," 1 = Primary
2 = Contributing
3 = Non-contributing
7 = Cognitively impaired but no other etiologic diagnosis
8 = Diagnosis of normal cognition
-4 = Not applicable: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
COGOTH3X,d1,Original UDS question,"Other presumptive etiologic diagnosis of the cognitive disorder 3, specify",Character longitudinal, Any text or numbers
NACCNORM,d1,NACC derived variable,Normal cognition at all visits to date,Numeric cross-sectional," 0 = Had a diagnosis other than normal
cognition (impaired but not MCI, MCI,
or dementia) for at least one UDS visit
1 = Normal cognition at all UDS visits"
NACCIDEM,d1,NACC derived variable,Incident dementia during UDS follow-up,Numeric cross-sectional," 0 = Did not progress to dementia
1 = Progressed to dementia
8 = Initial visit only or diagnosed with
dementia at initial visit"
NACCMCII,d1,NACC derived variable,Incident MCI during UDS follow-up,Numeric cross-sectional," 0 = Did not progress to MCI
1 = Progressed to MCI
8 = Initial visit only, or had a diagnosis of
MCI or dementia at initial UDS visit, or
progressed directly to dementia"
NACCADMU,d1,NACC derived variable,Does the subject have a dominantly inherited AD mutation?,Numeric cross-sectional," 0 = No/unknown
1 = Yes"
NACCFTDM,d1,NACC derived variable,Does the subject have a hereditary FTLD mutation?,Numeric cross-sectional," 0 = No/unknown
1 = Yes"
NACCETPR,d1,NACC derived variable,"Primary etiologic diagnosis (MCI; impaired, not MCI; or dementia)",Numeric longitudinal," 1 = Alzheimer's disease (AD)
2 = Lewy body disease (LBD)
3 = Multiple system atrophy (MSA)
4 = Progressive supranuclear palsy (PSP)
5 = Corticobasal degeneration (CBD)
6 = FTLD with motor neuron disease (e.g., ALS)
7 = FTLD, other
8 = Vascular brain injury or vascular dementia including stroke
9 = Essential tremor
10 = Down syndrome
11 = Huntington's disease
12 = Prion disease (CJD, other)
13 = Traumatic brain injury (TBI)
14 = Normal-pressure hydrocephalus (NPH)
15 = Epilepsy
16 = CNS neoplasm
17 = Human immunodeficiency virus (HIV)
18 = Other neurologic, genetic, or infectious condition
19 = Depression
20 = Bipolar disorder
21 = Schizophrenia or other psychosis
22 = Anxiety disorder
23 = Delirium
24 = Post-traumatic stress disorder (PTSD)
25 = Other psychiatric disease
26 = Cognitive impairment due to alcohol abuse
27 = Cognitive impairment due to other substance abuse
28 = Cognitive impairment due to systemic disease or medical illness
29 = Cognitive impairment due to medications
30 = Cognitive impairment for other specified reasons (i.e., written-in values)
88 = Not applicable, not cognitively impaired
99 = Missing/unknown"
CANCER,d2,Original UDS question,"Cancer present in the last 12 months (excluding non-melanoma skin cancer), primary or metastatic",Numeric longitudinal," 0 = No
1 = Yes, primary/non-metastatic
2 = Yes, metastatic
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
CANCSITE,d2,Original UDS question,Cancer primary site specification,Character longitudinal, Any text or numbers
DIABET,d2,Original UDS question,Diabetes present at visit,Numeric longitudinal," 0 = No
1 = Yes, Type I
2 = Yes, Type II
3 = Yes, other type
9 = Not assessed or unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MYOINF,d2,Original UDS question,Myocardial infarct present within the past 12 months,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
CONGHRT,d2,Original UDS question,Congestive heart failure present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
AFIBRILL,d2,Original UDS question,Atrial fibrillation present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HYPERT,d2,Original UDS question,Hypertension present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ANGINA,d2,Original UDS question,Angina present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
HYPCHOL,d2,Original UDS question,Hypercholesterolemia present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
VB12DEF,d2,Original UDS question,B12 deficiency present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
THYDIS,d2,Original UDS question,Thyroid disease present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTH,d2,Original UDS question,Arthritis present,Numeric longitudinal," 0 = No
1 = Yes
8 = Not assessed
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
ARTYPE,d2,Original UDS question,Arthritis type,Numeric longitudinal," 1 = Rheumatoid
2 = Osteoarthritis
3 = Other (specify)
8 = No arthritis reported
9 = Unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
